group_prob,misclass_prob,pop_size,pval_mean,pval_median,pval_std,pval_min,pval_max,time_cost
"(0.60000000000000009, 0.39999999999999991)",0.4,100000,70002.9004684,69984.7712589,96.0890806517,70163.0553863,69870.4060066,45.0418407917
"(0.60000000000000009, 0.39999999999999991)",0.4,1000000,700145.708849,700073.772643,192.051038484,700570.811954,699919.271645,450.150379181
"(0.60000000000000009, 0.39999999999999991)",0.45,100,68.2371726733,68.0718060981,3.00602387201,72.8228776537,62.6397024477,0.0741999149323
"(0.60000000000000009, 0.39999999999999991)",0.45,1000,676.855353683,677.031109322,9.59477272702,689.855832544,661.199836524,0.472889184952
"(0.60000000000000009, 0.39999999999999991)",0.45,10000,6735.47104622,6736.766879,35.4510626337,6800.17072055,6684.90741995,4.57357192039
"(0.60000000000000009, 0.39999999999999991)",0.45,100000,67484.409969,67440.9816617,132.074687693,67708.7675856,67286.9776992,45.70845294
"(0.60000000000000009, 0.39999999999999991)",0.45,1000000,674912.267554,674962.593102,361.516295513,675516.493639,674263.499008,453.260575056
"(0.65000000000000013, 0.34999999999999987)",0.0,100,90.2461556461,90.3532159936,0.655849193728,91.2800970346,88.5317237172,0.0665299892426
"(0.65000000000000013, 0.34999999999999987)",0.0,1000,899.840022857,899.970606293,1.80728785447,902.622533503,897.253163951,0.427083969116
"(0.65000000000000013, 0.34999999999999987)",0.0,10000,8997.82328692,8996.42769741,6.58755457801,9010.37248862,8987.6575468,4.08134698868
"(0.65000000000000013, 0.34999999999999987)",0.0,100000,90003.8855192,90002.5215062,14.732239744,90028.4543706,89977.7101969,40.855880022
"(0.65000000000000013, 0.34999999999999987)",0.0,1000000,899997.808327,900004.298529,45.583386682,900097.685418,899941.318552,409.554867983
"(0.65000000000000013, 0.34999999999999987)",0.05,100,87.3479777205,87.4948017908,0.94625725841,88.6318351404,85.4948741561,0.0691471099854
"(0.65000000000000013, 0.34999999999999987)",0.05,1000,873.563024995,872.785829438,3.36647345548,880.308964012,868.717213437,0.437721014023
"(0.65000000000000013, 0.34999999999999987)",0.05,10000,8749.59203211,8751.2269164,11.5230781579,8765.55263764,8729.82225446,4.15645694733
"(0.65000000000000013, 0.34999999999999987)",0.05,100000,87507.4633031,87495.7980259,33.2616914976,87570.4779843,87466.4685598,41.4722111225
"(0.65000000000000013, 0.34999999999999987)",0.05,1000000,874984.859052,874997.585513,118.496116544,875111.446034,874682.404377,414.708785057
"(0.65000000000000013, 0.34999999999999987)",0.1,100,85.2808872343,85.0216406715,1.12226477641,87.449494879,83.7349676338,0.0687379837036
"(0.65000000000000013, 0.34999999999999987)",0.1,1000,848.890937444,847.541815437,6.52192919322,860.869313454,841.733319947,0.43810915947
"(0.65000000000000013, 0.34999999999999987)",0.1,10000,8503.73325066,8503.99414579,9.64989348215,8521.66466411,8485.81658378,4.20047187805
"(0.65000000000000013, 0.34999999999999987)",0.1,100000,85007.9914485,85011.9134291,46.9468857035,85075.5417077,84938.2135524,41.8558850288
"(0.65000000000000013, 0.34999999999999987)",0.1,1000000,850021.525593,849995.860633,162.821916426,850288.167915,849821.284204,419.653713942
"(0.65000000000000013, 0.34999999999999987)",0.15,100,82.4209550993,82.1380279414,1.1478293756,84.0944115969,80.4955433785,0.069550037384
"(0.65000000000000013, 0.34999999999999987)",0.15,1000,825.874373776,826.193334656,7.5167722458,837.599880031,816.455616341,0.441288948059
"(0.65000000000000013, 0.34999999999999987)",0.15,10000,8238.88762519,8236.84361857,21.1779480534,8274.18535163,8210.73373536,4.29028391838
"(0.65000000000000013, 0.34999999999999987)",0.15,100000,82505.5912149,82478.0788483,48.1672819455,82594.3929308,82464.3266406,42.4721179008
"(0.65000000000000013, 0.34999999999999987)",0.15,1000000,824989.418782,824966.465216,179.85684846,825257.037305,824612.45384,424.659060955
"(0.65000000000000013, 0.34999999999999987)",0.2,100,80.6609927333,80.3334830665,2.28503392356,85.2985032717,77.6224402645,0.0700960159302
"(0.65000000000000013, 0.34999999999999987)",0.2,1000,799.226030445,799.948424302,3.80376851559,803.428002473,791.235217876,0.458201885223
"(0.65000000000000013, 0.34999999999999987)",0.2,10000,8004.27934411,8004.06444786,19.8121109655,8036.39416135,7976.59432531,4.31952905655
"(0.65000000000000013, 0.34999999999999987)",0.2,100000,79991.2052639,80013.204084,62.879769219,80081.0140434,79857.1722466,43.2089381218
"(0.65000000000000013, 0.34999999999999987)",0.2,1000000,799963.7191,799974.874006,213.124151447,800373.734649,799523.182957,430.808608055
"(0.65000000000000013, 0.34999999999999987)",0.25,100,76.8771090432,76.9387009813,3.08077804063,82.3671544691,72.2642837387,0.070378780365
"(0.65000000000000013, 0.34999999999999987)",0.25,1000,777.8664551,777.785947064,9.0385928546,793.545533154,758.85782278,0.45828795433
"(0.65000000000000013, 0.34999999999999987)",0.25,10000,7746.97865025,7749.39431092,22.3892662114,7787.10559633,7708.15900198,4.37234091759
"(0.65000000000000013, 0.34999999999999987)",0.25,100000,77486.0480543,77487.2163181,82.918096114,77660.4425235,77369.501841,43.6542429924
"(0.65000000000000013, 0.34999999999999987)",0.25,1000000,775023.876663,775060.272573,210.001443703,775423.77949,774739.649359,434.113354206
"(0.65000000000000013, 0.34999999999999987)",0.3,100,74.9651894662,74.8345010126,4.35180326568,80.8794584001,67.0546811012,0.0704200267792
"(0.65000000000000013, 0.34999999999999987)",0.3,1000,746.264440126,743.883506703,7.11512258718,763.107180723,738.868785826,0.458395004272
"(0.65000000000000013, 0.34999999999999987)",0.3,10000,7478.73589296,7484.71238811,17.0473075579,7501.34079111,7448.65835269,4.40810799599
"(0.65000000000000013, 0.34999999999999987)",0.3,100000,75001.6262533,74991.7161113,104.19608124,75187.9692475,74858.5920643,43.9630458355
"(0.65000000000000013, 0.34999999999999987)",0.3,1000000,750114.45897,750160.56148,260.409737203,750480.184975,749641.69711,439.794479847
"(0.65000000000000013, 0.34999999999999987)",0.35,100,72.8853149747,73.4070665199,3.1183129848,78.2892732225,67.7327064111,0.0714230537415
"(0.65000000000000013, 0.34999999999999987)",0.35,1000,721.685162588,724.27591369,7.35883837044,730.699968413,706.161313077,0.462173938751
"(0.65000000000000013, 0.34999999999999987)",0.35,10000,7252.45225674,7256.74588881,25.6956500914,7283.93153185,7201.82139302,4.47678589821
"(0.65000000000000013, 0.34999999999999987)",0.35,100000,72537.7402319,72522.325836,67.5021720072,72644.5267509,72429.7375415,44.3393290043
"(0.65000000000000013, 0.34999999999999987)",0.35,1000000,725008.126608,725001.960789,244.143453329,725500.158023,724620.471238,443.525951147
"(0.65000000000000013, 0.34999999999999987)",0.4,100,68.5698487485,67.4498815119,4.70822024228,76.398714747,63.5663351274,0.0715420246124
"(0.65000000000000013, 0.34999999999999987)",0.4,1000,698.76949785,697.537801408,7.16519105881,710.87889625,685.248430638,0.466260194778
"(0.65000000000000013, 0.34999999999999987)",0.4,10000,7003.04466273,6999.13920503,28.8975824573,7049.51707857,6966.13757721,4.50006604195
"(0.65000000000000013, 0.34999999999999987)",0.4,100000,70020.9416757,70047.7177699,79.4429462439,70132.8188375,69882.5818955,44.959911108
"(0.65000000000000013, 0.34999999999999987)",0.4,1000000,700009.910602,699996.34915,217.915236167,700416.377595,699647.090766,449.348846197
"(0.65000000000000013, 0.34999999999999987)",0.45,100,68.2802933732,68.9971055891,1.76690731627,70.400008447,64.4127343665,0.0770599842072
"(0.65000000000000013, 0.34999999999999987)",0.45,1000,671.953317325,669.442075799,9.25120498222,695.481839111,662.310676874,0.474591016769
"(0.65000000000000013, 0.34999999999999987)",0.45,10000,6762.71000447,6765.38221663,29.0794143649,6810.05505996,6711.40270679,4.5133190155
"(0.65000000000000013, 0.34999999999999987)",0.45,100000,67542.2016103,67549.5468185,97.9986053434,67698.2315628,67383.4643479,45.098555088
"(0.65000000000000013, 0.34999999999999987)",0.45,1000000,674980.92553,675030.45638,244.846700542,675234.619936,674481.210743,453.116061926
"(0.70000000000000018, 0.29999999999999982)",0.0,100,90.1495048237,90.1469013353,0.536659994907,91.5183696655,89.4305335797,0.0672960281372
"(0.70000000000000018, 0.29999999999999982)",0.0,1000,899.82461152,900.182397347,1.66883952961,901.635048291,895.65202895,0.430844068527
"(0.70000000000000018, 0.29999999999999982)",0.0,10000,9001.75625658,9003.66868328,6.49134557381,9011.28609863,8989.7879945,4.11422491074
"(0.70000000000000018, 0.29999999999999982)",0.0,100000,89995.3489436,89993.1914057,15.6476163904,90029.6916784,89971.5337397,40.8273072243
"(0.70000000000000018, 0.29999999999999982)",0.0,1000000,899982.63976,899988.850913,40.2082515289,900045.195486,899920.293192,409.131793976
"(0.70000000000000018, 0.29999999999999982)",0.05,100,87.1042399975,87.8207700352,1.44740889401,88.9591932628,84.9257748532,0.0677220821381
"(0.70000000000000018, 0.29999999999999982)",0.05,1000,873.931881343,874.501974622,4.14069559232,878.604198013,863.520267772,0.429984807968
"(0.70000000000000018, 0.29999999999999982)",0.05,10000,8747.9053121,8746.01734721,9.91878344102,8767.96798642,8736.80691934,4.15684700012
